reference						Dissection Angular gyrus AnG	Dissection Anterior cingulate cortex ACC	Dissection Dorsolateral prefrontal cortex DFC	Dissection Primary auditory cortexA1	Dissection Primary somatosensory cortex S1	Dissection Primary visual cortexV1	Human Multiple Cortical Areas SMART-seq	Single-nucleus transcriptome data from the dlPFC	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	whole cortex
rosmap R4415805	rosmap	female	late adult	Control	class	0.9746017699115044	0.9798245614035088	0.9543636363636364	0.9798245614035088	0.9692857142857144	0.9798245614035088	0.9933333333333334	0.9933333333333334	0.99	0.99	0.9683636363636364
rosmap R4415805	rosmap	female	late adult	Control	family	0.9702734117025492	0.9801275917065392	0.940935064935065	0.9801275917065392	0.9604621848739496	0.9801275917065392	0.98996336996337	1.0	1.0	1.0	0.940935064935065
rosmap R4415805	rosmap	female	late adult	Control	subclass	0.9746017699115044	0.9798245614035088	0.939919191919192	0.9798245614035088	0.9692857142857144	0.9798245614035088	0.9933333333333332	0.98	0.99	0.99	0.9683636363636364
rosmap R4439627	rosmap	male	late adult	Control	class	0.9892063492063492	0.9893626373626374	0.9561217798594848	0.9904761904761904	0.9671325325476569	0.9898360655737704	0.9739495798319328	0.9893626373626374	0.9686959706959708	0.9793333333333334	0.9639117305458768
rosmap R4439627	rosmap	male	late adult	Control	family	0.9793601953601953	0.9893626373626374	0.948892230576441	0.9904761904761904	0.9693066450909348	0.9804737484737484	0.9507953340402968	0.9893626373626374	0.9504521471982904	0.9605313092979127	0.948892230576441
rosmap R4439627	rosmap	male	late adult	Control	subclass	0.9793918128654971	0.9893626373626374	0.9560729483282676	0.9904761904761904	0.9670837010164396	0.9897872340425532	0.9736263736263736	0.9893626373626374	0.9684930721452462	0.9791304347826087	0.9638997493734336
rosmap R4482444	rosmap	female	late adult	DEM	class	0.9504215686274508	0.9648387096774194	0.9271929824561402	0.939322033898305	0.9220316921335596	0.9220316921335596	0.9598793600839234	0.97	0.9328695652173912	0.97	0.9271929824561402
rosmap R4482444	rosmap	female	late adult	DEM	family	0.9804215686274508	0.9899450926561428	0.9231189083820662	0.950922033898305	0.914395328497196	0.914395328497196	0.9798888888888888	1.0	0.9324922067268252	1.0	0.9231189083820662
rosmap R4482444	rosmap	female	late adult	DEM	subclass	0.9504215686274508	0.9648387096774194	0.8996929824561403	0.939322033898305	0.9220316921335596	0.9220316921335596	0.9598793600839234	0.97	0.9328695652173912	0.97	0.9271929824561402
rosmap R4567280	rosmap	female	late adult	AD	class	1.0	0.9898633585041352	0.97	1.0	0.9898	1.0	0.9944444444444444	0.9944444444444444	1.0	0.9944444444444444	0.968125
rosmap R4567280	rosmap	female	late adult	AD	family	1.0	0.9898633585041352	0.9701618929016188	1.0	0.9800777777777776	1.0	0.9899760799212044	0.9899760799212044	1.0	0.9899760799212044	0.9404934210526316
rosmap R4567280	rosmap	female	late adult	AD	subclass	1.0	0.9898633585041352	0.8838461538461538	1.0	0.9898	1.0	0.9944444444444444	0.95	1.0	0.9944444444444444	0.968125
rosmap R4689636	rosmap	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4689636	rosmap	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4689636	rosmap	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4728676	rosmap	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4728676	rosmap	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4728676	rosmap	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R4739508	rosmap	female	late adult	Control	class	1.0	1.0	0.9734177215189874	1.0	0.979	1.0	0.9845544554455444	1.0	0.9949514563106796	0.9845544554455444	0.9734177215189874
rosmap R4739508	rosmap	female	late adult	Control	family	1.0	1.0	0.949564510509813	1.0	0.9597407407407408	1.0	0.9700716968248548	1.0	0.9900102798400914	0.9700716968248548	0.949564510509813
rosmap R4739508	rosmap	female	late adult	Control	subclass	1.0	1.0	0.9734177215189874	1.0	0.979	1.0	0.9845054945054946	1.0	0.9949462365591398	0.9845054945054946	0.9734177215189874
rosmap R5196723	rosmap	male	late adult	Control	class	1.0	1.0	0.9300410509031198	1.0	0.9790697674418604	0.994943820224719	0.9897826086956522	0.9897826086956522	0.9735955056179776	0.9845054945054946	0.9628033794162826
rosmap R5196723	rosmap	male	late adult	Control	family	1.0	1.0	0.9396571428571427	1.0	0.9598860939724728	0.9899964518036666	0.98	0.98	0.9499112950916616	0.9699893654732364	0.9396571428571427
rosmap R5196723	rosmap	male	late adult	Control	subclass	0.990194664744052	1.0	0.8432677708764666	1.0	0.9790697674418604	0.985138484968771	0.9849315068493152	0.9849315068493152	0.9731884057971016	0.9843661971830986	0.962788649706458
rosmap R5816648	rosmap	male	late adult	Control	class	0.9902890855457228	1.0	0.9422338793282192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9569811320754718
rosmap R5816648	rosmap	male	late adult	Control	family	0.9902890855457228	1.0	0.9115965166908564	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9209811320754716
rosmap R5816648	rosmap	male	late adult	Control	subclass	0.9902890855457228	1.0	0.8888754282554823	1.0	1.0	1.0	1.0	0.97	1.0	1.0	0.9569811320754718
rosmap R5885245	rosmap	female	late adult	AD	class	0.98045670995671	0.9631149425287356	0.9281209781209782	0.98045670995671	0.9592216672216674	0.9699118920295392	0.985	0.985	0.994909090909091	0.9906233766233764	0.947816359079517
rosmap R5885245	rosmap	female	late adult	AD	family	0.9801458333333332	0.9316656671664169	0.8743876447876449	0.9801458333333332	0.94124534942182	0.9605006366182838	0.9798279569892472	0.9899586831933892	0.9899586831933892	1.0	0.9217644110275688
rosmap R5885245	rosmap	female	late adult	AD	subclass	0.9804365079365078	0.9631149425287356	0.8895495495495496	0.9804365079365078	0.9592014652014652	0.9698916900093372	0.985	0.985	0.9948888888888888	0.9906031746031746	0.9477961570593147
rosmap R6114572	rosmap	male	late adult	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R6114572	rosmap	male	late adult	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R6114572	rosmap	male	late adult	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R6176158	rosmap	female	late adult	AD	class	0.99	1.0	0.994943820224719	0.99	1.0	1.0	1.0	0.994943820224719	1.0	0.99	1.0
rosmap R6176158	rosmap	female	late adult	AD	family	0.9900033986631924	1.0	0.989994325275224	0.9900033986631924	1.0	1.0	1.0	0.989994325275224	1.0	0.9900033986631924	1.0
rosmap R6176158	rosmap	female	late adult	AD	subclass	0.99	1.0	0.937800963081862	0.99	1.0	1.0	1.0	0.9849438202247192	1.0	0.99	1.0
rosmap R6267541	rosmap	female	late adult	Control	class	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99496062992126
rosmap R6267541	rosmap	female	late adult	Control	family	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9900515390121688
rosmap R6267541	rosmap	female	late adult	Control	subclass	1.0	1.0	0.925	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99496062992126
rosmap R7160627	rosmap	female	late adult	AD	class	0.9898214285714286	0.9895129375951294	0.9393833269889608	1.0	0.983154761904762	0.9898214285714286	0.977927927927928	0.983154761904762	0.976023166023166	0.9752727272727272	0.983154761904762
rosmap R7160627	rosmap	female	late adult	AD	family	0.9800978564771669	0.9895129375951294	0.9440158986707128	1.0	1.0	0.9800978564771669	0.9603508771929824	0.9800978564771669	1.0	0.970208695652174	1.0
rosmap R7160627	rosmap	female	late adult	AD	subclass	0.9897727272727272	0.9895129375951294	0.870850438383477	1.0	0.9831060606060606	0.9897727272727272	0.977816091954023	0.9831060606060606	0.9759113300492612	0.9750697674418604	0.9831060606060606
rosmap R7288382	rosmap	female	late adult	Control	class	0.9949450549450548	0.9949450549450548	0.973699530516432	0.9949450549450548	1.0	0.9899053763440862	0.979905376344086	0.9849450549450548	0.9949450549450548	0.9949450549450548	0.9742831541218638
rosmap R7288382	rosmap	female	late adult	Control	family	0.9900977517106548	0.9900977517106548	0.9499621567790584	0.9900977517106548	1.0	0.9899053763440862	0.980048104131296	0.980000790513834	0.9900977517106548	0.9900977517106548	0.959747071647637
rosmap R7288382	rosmap	female	late adult	Control	subclass	0.9945454545454544	0.9945454545454544	0.8986995305164319	0.9945454545454544	1.0	0.9899053763440862	0.979905376344086	0.9845454545454544	0.9945454545454544	0.9945454545454544	0.9742831541218638
rosmap R7721691	rosmap	male	late adult	Control	class	1.0	0.994959349593496	0.9898360655737704	0.994959349593496	0.9898360655737704	0.994959349593496	0.99	0.984959349593496	0.9898360655737704	0.9749875807252856	0.9898360655737704
rosmap R7721691	rosmap	male	late adult	Control	family	1.0	0.9901022067363532	0.980391621129326	0.9901022067363532	0.980391621129326	0.9901022067363532	0.9898884848484848	0.98	0.980391621129326	0.980391621129326	0.980391621129326
rosmap R7721691	rosmap	male	late adult	Control	subclass	1.0	0.994959349593496	0.9250992234685071	0.994959349593496	0.9898360655737704	0.994959349593496	0.9797076023391812	0.984959349593496	0.9898360655737704	0.9652805100182148	0.9898360655737704
rosmap R7770387	rosmap	female	late adult	AD	class	0.98	0.9698529411764706	0.9648529411764706	0.9594029850746268	0.9594029850746268	0.9594029850746268	0.9747368421052632	0.9688888888888888	0.98	0.98	0.9318604651162792
rosmap R7770387	rosmap	female	late adult	AD	family	1.0	0.9802100840336136	0.9802100840336136	0.9607822954194544	0.9607822954194544	0.9607822954194544	0.9899416316003802	1.0	1.0	1.0	0.9132890365448504
rosmap R7770387	rosmap	female	late adult	AD	subclass	0.98	0.9698529411764706	0.9361029411764704	0.9594029850746268	0.9594029850746268	0.9594029850746268	0.9747368421052632	0.8981818181818181	0.98	0.98	0.9318604651162792
rosmap R7944883	rosmap	female	late adult	AD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R7944883	rosmap	female	late adult	AD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R7944883	rosmap	female	late adult	AD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R8451530	rosmap	male	late adult	AD	class	0.9897101449275364	0.9897101449275364	0.9844880952380952	0.9897101449275364	0.9846666666666668	0.9846666666666668	0.9897101449275364	0.978743842364532	0.9897101449275364	1.0	0.9844880952380952
rosmap R8451530	rosmap	male	late adult	AD	family	0.9897101449275364	0.9897101449275364	0.9701045335942596	0.9897101449275364	0.979737089201878	0.979737089201878	0.9897101449275364	0.978743842364532	0.9897101449275364	1.0	0.9701045335942596
rosmap R8451530	rosmap	male	late adult	AD	subclass	0.9897101449275364	0.9897101449275364	0.9844880952380952	0.9897101449275364	0.9846666666666668	0.9846666666666668	0.9897101449275364	0.963743842364532	0.9897101449275364	1.0	0.9844880952380952
rosmap R8598847	rosmap	male	late adult	Control	class	1.0	1.0	0.975478611209859	0.9949425287356324	1.0	1.0	0.9949425287356324	0.9949425287356324	0.9949425287356324	0.9949425287356324	0.9845360824742267
rosmap R8598847	rosmap	male	late adult	Control	family	1.0	1.0	0.9700097666847532	0.98999455989555	1.0	1.0	0.98999455989555	0.98999455989555	0.98999455989555	0.98999455989555	0.9700097666847532
rosmap R8598847	rosmap	male	late adult	Control	subclass	1.0	1.0	0.8733932253313696	0.994920634920635	1.0	1.0	0.994920634920635	0.9882539682539684	0.994920634920635	0.994920634920635	0.9845360824742267
rosmap R8608442	rosmap	male	late adult	AD	class	0.986	0.986	0.9045645933014356	0.99	0.9757368421052632	0.986	0.9782666666666668	0.9833333333333332	0.99	0.99	0.9190909090909092
rosmap R8608442	rosmap	male	late adult	AD	family	1.0	1.0	0.8587729266347687	0.9900015627441788	0.9799749373433584	1.0	0.9699859353023912	0.9900015627441788	1.0	1.0	0.8767504835589942
rosmap R8608442	rosmap	male	late adult	AD	subclass	0.986	0.986	0.8124593301435407	0.99	0.9757368421052632	0.986	0.9782312925170068	0.9833333333333334	0.99	0.99	0.9190909090909092
rosmap R8629052	rosmap	female	late adult	AD	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R8629052	rosmap	female	late adult	AD	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R8629052	rosmap	female	late adult	AD	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
rosmap R8725848	rosmap	female	late adult	Control	class	1.0	0.9948979591836736	0.9744583389561124	1.0	0.9853137449482964	0.9948979591836736	0.9846456692913388	0.98984375	1.0	1.0	0.9840425531914896
rosmap R8725848	rosmap	female	late adult	Control	family	1.0	0.9899334201765811	0.9693572385061748	1.0	0.9899334201765811	0.9899334201765811	0.970520589450489	0.9802396878483836	1.0	1.0	0.9693572385061748
rosmap R8725848	rosmap	female	late adult	Control	subclass	1.0	0.9948979591836736	0.974449479598416	1.0	0.9853048855906	0.9948979591836736	0.9845631067961164	0.9842521367521369	1.0	1.0	0.9840425531914896
rosmap R8744945	rosmap	male	late adult	Control	class	0.9695273990911524	1.0	0.9473599114064232	1.0	0.9473599114064232	0.990217054263566	0.9948837209302326	0.9894991055456172	0.9948837209302326	0.9948837209302326	0.9571428571428572
rosmap R8744945	rosmap	male	late adult	Control	family	0.9606006674082316	1.0	0.921991341991342	1.0	0.921991341991342	1.0	0.989953603015804	0.989953603015804	0.989953603015804	0.989953603015804	0.921991341991342
rosmap R8744945	rosmap	male	late adult	Control	subclass	0.969482387838339	1.0	0.90731490015361	1.0	0.94731490015361	0.9901720430107528	0.9948387096774194	0.9559498207885304	0.9948387096774194	0.9948387096774194	0.9517582417582418
rosmap R9094222	rosmap	female	late adult	AD	class	1.0	1.0	0.9949618320610686	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
rosmap R9094222	rosmap	female	late adult	AD	family	1.0	1.0	0.990078111130836	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
rosmap R9094222	rosmap	female	late adult	AD	subclass	1.0	1.0	0.948295165394402	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
rosmap R9113571	rosmap	female	late adult	Control	class	0.958111111111111	0.9677248420029168	0.9721805273833672	0.9677248420029168	0.9693365767359574	0.99019536019536	0.99019536019536	0.99019536019536	0.99019536019536	0.99019536019536	0.974608695652174
rosmap R9113571	rosmap	female	late adult	Control	family	0.958111111111111	0.9677248420029168	0.9490461990251582	0.9677248420029168	0.9693365767359576	0.99019536019536	0.99019536019536	0.99019536019536	0.99019536019536	0.99019536019536	0.9603010033444817
rosmap R9113571	rosmap	female	late adult	Control	subclass	0.958111111111111	0.9571094573875324	0.9301805273833672	0.9677248420029168	0.9693365767359576	0.99019536019536	0.99019536019536	0.99019536019536	0.99019536019536	0.99019536019536	0.9639933110367892
rosmap R9307768	rosmap	male	late adult	Control	class	0.9498887431026116	0.9544444444444444	0.9130996168582376	0.9597560975609756	0.940244603308102	0.9550724045777804	0.9596771589991928	0.9404708097928436	0.97	0.97	0.9376923076923076
rosmap R9307768	rosmap	male	late adult	Control	family	0.9799783197831978	0.96993894993895	0.9501589008363204	0.9799783197831978	0.9799783197831978	0.9899959388114254	0.98	0.990001352265044	1.0	1.0	0.939607201309329
rosmap R9307768	rosmap	male	late adult	Control	subclass	0.9498671058866	0.9544444444444444	0.8984642072902943	0.9597560975609756	0.9354830479155856	0.9501571503404924	0.9547619047619048	0.913111111111111	0.97	0.97	0.9376923076923076
rosmap R9426782	rosmap	male	late adult	AD	class	0.9802391725921136	0.9802391725921136	0.7735480859010271	0.9802391725921136	0.8931578947368422	0.99	0.99	0.9291965566714492	0.99	0.99	0.7446666666666667
rosmap R9426782	rosmap	male	late adult	AD	family	0.9902391725921136	0.9902391725921136	0.6780060343696707	0.9902391725921136	0.835009746588694	1.0	1.0	0.8982064576615482	1.0	1.0	0.6359569892473119
rosmap R9426782	rosmap	male	late adult	AD	subclass	0.9802391725921136	0.9802391725921136	0.7621445771290972	0.9802391725921136	0.8931578947368422	0.99	0.99	0.8491965566714491	0.99	0.99	0.7446666666666667
rosmap R9500594	rosmap	male	late adult	Control	class	0.994920634920635	1.0	0.9708465608465608	0.994920634920635	0.994920634920635	0.994920634920635	0.9847267874701504	0.994920634920635	0.994920634920635	0.994920634920635	0.9683018867924528
rosmap R9500594	rosmap	male	late adult	Control	family	0.9899673247106876	1.0	0.9604021164021164	0.9901404682274249	0.9901404682274249	0.9899673247106876	0.9798604202814728	0.9901404682274249	0.9899673247106876	0.9901404682274249	0.9408018867924528
rosmap R9500594	rosmap	male	late adult	Control	subclass	0.9948936170212768	1.0	0.9422481143757738	0.9948936170212768	0.9948936170212768	0.9948936170212768	0.984699769570792	0.9948936170212768	0.9948936170212768	0.9948936170212768	0.9683018867924528
rosmap R9551808	rosmap	male	late adult	AD	class	0.9897777777777778	1.0	0.9621111111111113	0.9848620329442248	0.9848620329442248	0.9949450549450548	0.9849450549450548	0.9849450549450548	0.9949450549450548	0.9849450549450548	1.0
rosmap R9551808	rosmap	male	late adult	AD	family	0.9800528789659224	1.0	0.9581496598639456	0.9800649916778948	0.9800649916778948	0.9900147297098246	0.9800528789659224	0.9800528789659224	0.9900147297098246	0.9800528789659224	1.0
rosmap R9551808	rosmap	male	late adult	AD	subclass	0.9896153846153848	1.0	0.961238993710692	0.9848226383765284	0.9848226383765284	0.9949056603773584	0.9849056603773584	0.9849056603773584	0.9949056603773584	0.9849056603773584	1.0
velmeshev 1823 BA24	velmeshev	male	adolescent	Control	class	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
velmeshev 1823 BA24	velmeshev	male	adolescent	Control	family	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
velmeshev 1823 BA24	velmeshev	male	adolescent	Control	subclass	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
velmeshev 4341 BA24	velmeshev	male	adolescent	Control	class	0.8782608695652175	0.880927536231884	0.7967392494229076	0.8711733119615307	0.8701583054626534	0.8860888265544647	0.8560386473429952	0.8789858916695499	0.8802132505175985	0.867850613154961	0.8227457180500659
velmeshev 4341 BA24	velmeshev	male	adolescent	Control	family	0.9900052020114444	0.9900052020114444	0.8884774525405961	0.9801005961523064	0.9699739175795514	0.9900052020114444	0.98001386001386	0.97995818815331	0.9900052020114444	0.9900052020114444	0.9393657505285412
velmeshev 4341 BA24	velmeshev	male	adolescent	Control	subclass	0.8669220430107526	0.8358387096774195	0.7838885181065381	0.8313225806451612	0.8520694789081885	0.8500242763772177	0.8559498207885305	0.8609803984484184	0.8351244239631336	0.8187617866004961	0.7776568914956011
velmeshev 4341 BA46	velmeshev	male	adolescent	Control	class	0.9496742081447964	0.9496742081447964	0.856027149321267	0.9496742081447964	0.9496742081447964	0.9433921568627452	0.928399720475192	0.9548148148148148	0.9496742081447964	0.9496742081447964	0.8718964303670185
velmeshev 4341 BA46	velmeshev	male	adolescent	Control	family	0.9897182130584192	0.9897182130584192	0.8776285645818356	0.9897182130584192	0.9897182130584192	0.978679154738462	0.9802414860681112	0.9899940751273848	0.9797228464419476	0.9897182130584192	0.8889106158638869
velmeshev 4341 BA46	velmeshev	male	adolescent	Control	subclass	0.9286666666666666	0.9397777777777776	0.807347079391197	0.9286666666666666	0.9497777777777776	0.9153333333333332	0.917187599263071	0.9436026936026936	0.9286666666666666	0.9116969696969696	0.8508888888888889
velmeshev 4849 BA24	velmeshev	male	child	ASD	class	0.9272228388210628	0.9272228388210628	0.66	0.932701525054466	0.9429629629629628	0.9482424242424244	0.9434037145650048	0.9482424242424244	0.9379809863339276	0.9482424242424244	0.7433333333333333
velmeshev 4849 BA24	velmeshev	male	child	ASD	family	0.970281508614842	0.970281508614842	0.6969023569023568	0.980029522275899	0.980029522275899	0.9900079649542016	0.98	0.9900079649542016	0.9900079649542016	0.9900079649542016	0.7465494505494505
velmeshev 4849 BA24	velmeshev	male	child	ASD	subclass	0.9391985624438454	0.9391985624438454	0.6600686600221484	0.9446772486772486	0.958962962962963	0.9642424242424243	0.9594037145650048	0.9642424242424243	0.94995670995671	0.9642424242424243	0.7593333333333334
velmeshev 4899 BA24	velmeshev	male	adolescent	ASD	class	0.9329761904761904	0.8421705426356588	0.7054141414141414	0.9331345029239766	0.7787387387387388	0.9433333333333332	0.8828070175438596	0.9218518518518518	0.9331059431524548	0.922398872445384	0.6856415770609319
